"HumanGene","GammadeltaTcells_Daudi_Gammadelta_posscore","GammadeltaTcells_Daudi_Gammadelta_posrank","GammadeltaTcells_Daudi_Gammadelta_negscore","GammadeltaTcells_Daudi_Gammadelta_negrank"
"AMY1B",0.59194,11139,0.40806,6483
"AMY2A",0.71583,12086,0.38569,6172
"AMY2B",0.7861,12776,0.2139,4459
"AMZ1",0.17804,6099,0.39881,6362
"AMZ2",0.73713,12270,0.018756,2483
"ANAPC1",0.99985,17079,0.00015345,1114
"ANAPC10",0.99988,17126,0.00012017,1051
"ANAPC11",0.24425,7032,6.3262e-05,899
"ANAPC13",0.1242,4774,0.44933,7102
"ANAPC15",0.88172,14084,0.18615,4290
"ANAPC16",0.79539,12895,0.78327,11292
"ANAPC2",0.99953,16854,2.5143e-05,681
"ANAPC4",0.70728,12005,0.01472,2368
"ANAPC5",0.94142,15033,0.0034518,1954
"ANAPC7",0.80999,13057,0.13663,3816
"ANG",0.019855,1534,0.70861,9942
"ANGEL1",0.26135,7258,0.851,12959
"ANGEL2",0.8767,14013,0.3862,6181
"ANGPT1",0.031932,2176,0.99058,17470
"ANGPT2",0.79394,12871,0.43721,6908
"ANGPT4",0.41883,9402,0.61443,8675
"ANGPTL1",0.46506,10081,0.52586,7876
"ANGPTL2",0.82287,13220,0.81692,12008
"ANGPTL3",0.15182,5487,0.55929,8144
"ANGPTL4",0.034165,2315,0.87056,13516
"ANGPTL5",0.94302,15066,0.084158,3250
"ANGPTL6",0.036236,2407,0.98437,17192
"ANGPTL7",0.20977,6585,0.72007,10132
"ANHX",0.096862,4089,0.99138,17500
"ANK1",0.037478,2452,0.93612,15490
"ANK2",0.0020298,369,0.99797,17824
"ANK3",0.010024,924,0.98778,17346
"ANKAR",0.0075144,775,0.93736,15537
"ANKDD1A",0.88262,14101,0.09072,3304
"ANKDD1B",0.04946,2797,0.95455,16110
"ANKEF1",0.75877,12469,0.87308,13577
"ANKFN1",0.014414,1196,0.78346,11299
"ANKFY1",0.007086,748,0.95136,15999
"ANKH",0.99981,17023,0.0001906,1173
"ANKHD1",0.20007,6450,0.39614,6320
"ANKHD1-EIF4EBP3",0.57521,11019,0.12713,3691
"ANKIB1",0.8387,13423,0.016635,2418
"ANKK1",0.031135,2141,0.93899,15591
"ANKLE1",0.48443,10363,0.98088,17053
"ANKLE2",0.99918,16730,0.00081577,1585
"ANKMY1",0.02947,2047,0.41292,6550
"ANKMY2",0.022741,1683,0.36506,5907
"ANKRA2",0.69016,11856,0.67296,9374
"ANKRD1",0.10183,4214,0.47475,7460
"ANKRD10",0.029188,2035,0.65855,9174
"ANKRD11",0.77907,12694,0.12526,3672
"ANKRD12",0.044131,2658,0.98861,17381
"ANKRD13A",0.06111,3150,0.98679,17307
"ANKRD13B",0.38303,8907,0.86122,13248
"ANKRD13C",0.80382,12987,0.50169,7699
"ANKRD13D",0.24011,6972,0.66755,9293
"ANKRD16",0.37626,8826,0.31541,5291
"ANKRD17",0.97831,15762,0.050852,2931
"ANKRD18A",0.035859,2400,0.31095,5257
"ANKRD2",0.85957,13729,0.79504,11537
"ANKRD22",0.23581,6923,0.40967,6499
"ANKRD23",0.046154,2709,0.76595,10953
"ANKRD24",0.53643,10773,0.46862,7352
"ANKRD26",0.56364,10937,0.95171,16012
"ANKRD27",0.030823,2126,0.87343,13586
"ANKRD28",0.010341,945,0.86097,13240
"ANKRD29",0.23132,6870,0.27728,4903
"ANKRD30A",0.4588,9987,0.41552,6591
"ANKRD30B",0.001351,275,0.91438,14783
"ANKRD31",0.082581,3724,0.80636,11764
"ANKRD32",0.95706,15319,0.29196,5055
"ANKRD33",0.45654,9951,0.45944,7233
"ANKRD33B",0.93142,14857,0.39683,6329
"ANKRD34A",0.046623,2723,0.88572,13923
"ANKRD34B",0.49325,10477,0.41452,6573
"ANKRD34C",0.88454,14130,0.6978,9770
"ANKRD35",0.099043,4144,0.98581,17269
"ANKRD36",0.99004,16100,0.0010605,1648
"ANKRD37",0.030144,2089,0.98606,17278
"ANKRD39",0.24989,7107,0.6916,9669
"ANKRD40",0.61901,11329,0.23114,4571
"ANKRD42",0.45845,9981,0.56272,8169
"ANKRD44",0.40326,9183,0.33069,5464
"ANKRD45",0.0027912,451,0.99721,17784
"ANKRD46",0.035461,2375,0.58381,8358
"ANKRD49",0.73002,12203,0.30214,5159
"ANKRD50",0.034074,2310,0.94148,15674
"ANKRD52",0.86331,13797,0.75362,10726
"ANKRD53",0.49331,10479,0.8948,14207
"ANKRD54",0.13753,5102,0.39403,6299
"ANKRD55",0.0029734,471,0.88512,13901
"ANKRD6",0.33607,8223,0.93464,15436
"ANKRD61",0.76369,12520,0.95241,16039
"ANKRD62",0.38367,8916,0.4005,6383
"ANKRD65",0.9908,16126,0.17875,4260
"ANKRD66",0.10943,4386,0.24391,4644
"ANKRD7",0.015779,1284,0.76975,11012
"ANKRD9",0.38958,8988,0.9733,16787
"ANKS1A",0.12078,4675,0.37044,5980
"ANKS1B",0.28102,7514,0.47436,7453
"ANKS3",0.13986,5178,0.69214,9680
"ANKS4B",0.63312,11421,0.89147,14096
"ANKS6",0.3894,8986,0.90781,14582
"ANKZF1",0.70023,11954,0.30248,5165
"ANLN",0.99175,16171,0.018097,2466
"ANO1",0.33235,8178,0.94228,15697
"ANO10",0.87073,13915,0.8836,13850
"ANO3",0.13431,5034,0.8957,14234
"ANO4",0.17048,5917,0.98704,17319
"ANO5",0.094104,4022,0.96406,16432
"ANO6",0.097384,4103,0.97418,16822
"ANO7",0.91723,14631,0.76267,10895
"ANO8",0.32472,8072,0.85157,12975
"ANO9",0.94872,15153,0.50389,7720
"ANP32A",0.51575,10655,0.099569,3391
"ANP32B",0.23061,6857,0.38669,6189
"ANP32D",0.83619,13383,0.64687,9041
"ANP32E",0.043918,2649,0.49674,7663
"ANPEP",0.12138,4693,0.70044,9812
"ANTXR1",0.59819,11176,0.96414,16438
"ANTXR2",0.57924,11041,0.85401,13043
"ANTXRL",0.4648,10075,0.82131,12122
"ANXA1",0.86111,13759,0.87058,13517
"ANXA10",0.81642,13142,0.77944,11207
"ANXA11",0.30581,7830,0.97073,16686
"ANXA13",0.75766,12456,0.76249,10893
"ANXA2",0.49036,10439,0.13056,3737
"ANXA2R",0.93847,14980,0.47878,7529
"ANXA3",0.82178,13205,0.10505,3451
"ANXA4",0.015391,1250,0.99379,17608
"ANXA5",0.3868,8954,0.84291,12717
"ANXA6",0.26676,7326,0.90783,14583
"ANXA7",0.1692,5893,0.82631,12256
"ANXA8",0.050195,2820,0.65525,9134
"ANXA8L1",0.0031567,490,0.99684,17754
"ANXA8L2",0.44704,9813,0.50724,7742
"ANXA9",0.64544,11519,0.89593,14242
"AOAH",0.76879,12576,0.6313,8868
"AOC1",0.56163,10922,0.19161,4318
"AOC2",0.060195,3127,0.9923,17546
"AOC3",0.34613,8376,0.57467,8270
"AOX1",0.12579,4816,0.71862,10104
"AP1AR",0.26631,7320,0.45917,7228
"AP1B1",0.92087,14693,0.42003,6665
"AP1G1",0.9386,14984,0.6178,8711
"AP1G2",0.87988,14056,0.81452,11960
"AP1M1",0.99963,16900,0.00036827,1333
"AP1M2",0.32891,8127,0.84487,12779
"AP1S1",0.65084,11563,0.87365,13594
"AP1S2",0.39283,9043,0.47636,7487
"AP1S3",0.037801,2461,0.82159,12128
"AP2A1",0.32847,8120,0.53429,7937
"AP2A2",0.00057413,149,0.9945,17641
"AP2B1",0.78688,12784,0.15956,4092
"AP2M1",0.99978,16990,0.00022204,1210
"AP2S1",0.99571,16358,1.8665e-05,620
"AP3B1",0.97789,15755,0.069735,3100
"AP3B2",0.80794,13039,0.75083,10670
"AP3D1",0.99968,16925,0.0003199,1296
"AP3M1",0.86008,13736,0.53404,7935
"AP3M2",0.79604,12899,0.22136,4502
"AP3S1",0.98383,15909,0.011858,2290
"AP3S2",0.51609,10658,0.63613,8924
"AP4B1",0.94145,15034,0.58166,8339
"AP4E1",0.33615,8226,0.45476,7180
"AP4M1",0.45725,9963,0.68194,9501
"AP4S1",0.86144,13762,0.4263,6753
"AP5B1",0.7249,12166,0.4576,7207
"AP5M1",0.13668,5088,0.70701,9912
"AP5S1",0.6339,11425,0.17454,4245
"AP5Z1",0.92749,14798,0.22335,4518
"APAF1",0.11712,4580,0.89765,14298
"APBA1",0.12586,4818,0.74908,10640
"APBA2",0.81366,13108,0.19529,4341
"APBA3",0.41757,9384,0.70055,9814
"APBB1",0.37029,8733,0.68902,9627
"APBB1IP",0.16424,5754,0.76221,10889
"APBB2",0.1812,6174,0.98934,17413
"APBB3",0.44256,9747,0.75775,10796
"APC",0.059046,3096,0.62868,8840
"APC2",0.82473,13241,0.82936,12351
"APCDD1",0.028674,1998,0.59687,8489
"APCDD1L",0.85687,13696,0.89597,14245
"APCS",0.94122,15028,0.27131,4854
"APEH",0.086164,3811,0.52186,7856
"APEX1",0.46807,10117,0.10422,3442
"APEX2",0.98895,16069,0.44011,6949
"APH1A",0.94766,15135,0.016348,2411
"APH1B",0.18206,6190,0.076114,3158
"API5",0.86112,13760,0.14599,3919
"APIP",0.70155,11966,0.69212,9679
"APITD1",0.563,10930,0.43825,6923
"APITD1-CORT",0.44067,9715,0.38815,6206
"APLF",0.22736,6815,0.80294,11692
"APLN",0.62261,11358,0.46858,7351
"APLNR",0.0052238,623,0.74816,10619
"APLP1",0.3392,8270,0.8952,14219
"APLP2",0.18987,6305,0.61875,8723
"APMAP",0.14894,5423,0.93497,15451
"APOA1",0.34199,8317,0.52974,7909
"APOA1BP",0.053996,2939,0.47471,7459
"APOA2",0.41573,9351,0.95116,15992
"APOA4",0.39771,9109,0.78067,11234
"APOA5",0.96452,15465,0.13678,3819
"APOB",0.2382,6953,0.97825,16963
"APOBEC1",0.21193,6610,0.32732,5422
"APOBEC2",0.16459,5764,0.5663,8199
"APOBEC3A",0.28733,7595,0.76274,10897
"APOBEC3B",0.0038326,536,0.71399,10036
"APOBEC3C",0.40661,9234,0.60544,8580
"APOBEC3D",0.14954,5445,0.59143,8435
"APOBEC3F",0.014325,1191,0.92193,15022
"APOBEC3G",0.020901,1589,0.95405,16092
"APOBEC3H",0.030726,2123,0.73692,10421
"APOBEC4",0.79958,12937,0.51256,7779
"APOBR",0.26033,7244,0.79756,11586
"APOC1",0.83738,13397,0.16116,4115
"APOC2",0.30306,7798,0.04024,2837
"APOC3",0.2099,6588,0.82022,12096
"APOC4",0.21271,6624,0.86301,13283
"APOD",0.95273,15237,0.060877,3025
"APOE",0.76321,12512,0.97028,16669
"APOF",0.040068,2524,0.90354,14468
"APOH",0.48962,10426,0.81155,11883
"APOL1",0.58602,11103,0.36009,5839
"APOL2",0.75829,12466,0.37526,6040
"APOL3",0.0030956,485,0.9968,17752
"APOL5",0.099857,4163,0.95394,16085
"APOL6",0.43194,9588,0.70907,9949
"APOLD1",0.14386,5289,0.61203,8651
"APOM",0.34951,8421,0.5905,8424
"APOO",0.514,10647,0.72939,10295
"APOOL",0.17353,5992,0.74016,10479
"APOPT1",0.93265,14880,0.02947,2727
"APP",0.073578,3498,0.43621,6893
"APPBP2",0.20351,6508,0.12926,3721
"APPL1",0.094246,4027,0.28035,4935
"APPL2",0.0066908,721,0.7041,9860
"APRT",0.45287,9895,0.54867,8057
"APTX",0.90402,14435,0.33707,5552
"AQP1",0.98469,15930,0.33812,5565
"AQP10",0.62697,11388,0.58638,8379
"AQP11",0.013662,1146,0.98255,17109
"AQP12B",0.77581,12656,0.013752,2343
"AQP2",0.75295,12418,0.68096,9483
"AQP3",0.074741,3528,0.9483,15900
"AQP4",0.60097,11195,0.50508,7730
"AQP5",0.91533,14603,0.9286,15241
"AQP6",0.042053,2588,0.98788,17353
"AQP7",0.90311,14419,0.061393,3030
"AQP8",0.17464,6018,0.78814,11399
"AQP9",0.28464,7561,0.83998,12634
"AQPEP",0.87582,13995,0.89564,14231
"AQR",1,17695,4.6166e-06,366
"AR",0.14067,5195,0.99109,17486
"ARAF",0.030792,2125,0.89769,14300
"ARAP1",0.46331,10045,0.73751,10430
"ARAP2",0.19595,6396,0.39164,6265
"ARAP3",0.40162,9159,0.90417,14487
"ARC",0.030705,2121,0.63414,8902
"ARCN1",0.9156,14607,0.012263,2302
"AREG",0.43777,9676,0.97933,16992
"AREL1",0.16022,5675,0.62562,8803
"ARF1",0.97234,15630,0.025071,2640
"ARF3",0.46018,10010,0.97008,16659
"ARF4",0.79485,12884,0.063705,3045
"ARF5",0.26675,7325,0.92123,14996
"ARF6",0.98721,16006,0.011728,2288
"ARFGAP1",0.53835,10786,0.72712,10254
"ARFGAP2",0.55125,10857,0.90806,14589
"ARFGAP3",0.12482,4788,0.61513,8683
"ARFGEF1",0.3317,8166,0.396,6318
"ARFGEF2",0.98839,16048,0.14704,3937
"ARFIP1",0.62417,11373,0.12127,3624
"ARFIP2",0.84124,13457,0.55891,8141
"ARFRP1",1,17801,1.5839e-11,4
"ARG1",0.11515,4535,0.79548,11546
"ARG2",0.69544,11907,0.56965,8229
"ARGFX",0.14241,5249,0.47155,7394
"ARGLU1",0.99947,16831,0.0004901,1423
"ARHGAP1",0.99825,16565,0.0017508,1805
"ARHGAP10",0.30156,7777,0.91226,14711
"ARHGAP11A",0.69231,11882,0.79509,11538
"ARHGAP11B",0.74285,12330,0.39072,6254
"ARHGAP12",0.013889,1161,0.68491,9553
"ARHGAP15",0.66581,11683,0.84352,12740
"ARHGAP17",0.90597,14470,0.59544,8470
"ARHGAP18",0.013071,1114,0.75057,10663
"ARHGAP19",0.25349,7157,0.71058,9970
"ARHGAP20",0.12289,4736,0.74727,10604
"ARHGAP21",0.39022,9005,0.40993,6504
"ARHGAP22",0.29747,7727,0.82813,12312
"ARHGAP23",0.46526,10083,0.98438,17193
"ARHGAP24",0.42788,9525,0.85705,13135
"ARHGAP25",0.059344,3101,0.8978,14305
"ARHGAP26",0.25942,7234,0.42821,6775
"ARHGAP27",0.80406,12992,0.11387,3550
"ARHGAP28",0.47158,10166,0.97791,16947
"ARHGAP29",0.4189,9403,0.81877,12057
"ARHGAP30",0.94819,15146,0.072226,3132
"ARHGAP31",0.0034969,510,0.89572,14236
"ARHGAP32",0.0063007,697,0.8793,13734
"ARHGAP33",0.94906,15163,0.57776,8300
"ARHGAP35",0.4807,10307,0.8767,13672
"ARHGAP36",0.010732,980,0.76181,10878
"ARHGAP39",0.43272,9603,0.69553,9739
"ARHGAP4",0.0017644,329,0.99311,17577
"ARHGAP44",0.096557,4079,0.24217,4634
"ARHGAP5",0.59515,11154,0.30853,5233
"ARHGAP6",0.15208,5494,0.84371,12747
"ARHGAP8",0.66941,11706,0.4005,6384
"ARHGAP9",0.13124,4948,0.17414,4243
"ARHGDIA",0.031489,2157,0.98684,17310
"ARHGDIB",0.29283,7672,0.97695,16912
"ARHGDIG",0.45532,9931,0.94725,15860
"ARHGEF1",0.9556,15290,0.78605,11359
"ARHGEF10",0.00091496,215,0.87732,13691
"ARHGEF10L",0.4591,9992,0.91388,14765
"ARHGEF11",0.034971,2354,0.71967,10123
"ARHGEF12",0.035704,2392,0.9401,15628
"ARHGEF15",0.93749,14959,0.92222,15033
"ARHGEF16",0.30502,7817,0.84195,12684
"ARHGEF17",0.4416,9736,0.95219,16030
"ARHGEF18",0.50338,10581,0.80457,11727
"ARHGEF19",0.1677,5846,0.75941,10832
"ARHGEF2",0.15475,5544,0.50471,7727
"ARHGEF25",0.082725,3726,0.82381,12193
"ARHGEF26",0.2431,7012,0.9913,17493
"ARHGEF28",0.28454,7558,0.8525,13001
"ARHGEF3",0.28673,7588,0.54152,7998
"ARHGEF33",0.60271,11213,0.70981,9959
"ARHGEF35",0.98011,15808,0.30393,5188
"ARHGEF37",0.11286,4480,0.94964,15943
"ARHGEF38",0.08519,3786,0.39377,6296
"ARHGEF39",0.00059423,156,0.99941,17929
"ARHGEF4",0.14192,5234,0.97172,16724
"ARHGEF40",0.54923,10843,0.29796,5108
"ARHGEF5",0.46609,10094,0.32162,5360
"ARHGEF6",0.012584,1091,0.81935,12074
"ARHGEF7",0.05293,2899,0.69639,9750
"ARHGEF9",0.35501,8511,0.79856,11604
"ARID1A",0.99122,16145,0.0004074,1362
"ARID1B",0.93066,14846,0.85348,13030
"ARID2",0.99702,16447,0.022728,2580
"ARID3A",0.092155,3966,0.2956,5081
"ARID3B",0.4371,9663,0.65452,9124
"ARID3C",0.89319,14249,0.10612,3462
"ARID4A",0.98039,15813,0.0099917,2232
"ARID4B",0.41234,9300,0.40532,6450
"ARID5A",0.026657,1878,0.29038,5037
"ARID5B",0.023466,1720,0.96573,16493
"ARIH1",1,17919,1.994e-07,99
"ARIH2",0.05582,3003,0.32908,5439
"ARIH2OS",0.036032,2404,0.93375,15409
"ARL1",0.99982,17041,0.00018233,1160
"ARL10",0.1461,5349,0.13996,3858
"ARL11",0.27804,7477,0.41861,6638
"ARL13A",0.7983,12922,0.32819,5430
"ARL13B",0.41031,9271,0.83213,12429
"ARL14",0.057261,3046,0.29408,5067
"ARL14EP",0.12533,4802,0.29804,5109
"ARL14EPL",0.0018637,346,0.64187,8991
"ARL15",0.015436,1254,0.96085,16326
"ARL16",0.31815,7999,0.68445,9544
"ARL2",1,17949,5.2625e-08,55
"ARL2BP",0.85342,13626,0.30232,5162
"ARL3",0.29527,7703,0.71941,10119
"ARL4A",0.47791,10260,0.24763,4670
"ARL4C",0.17951,6134,0.98341,17155
"ARL4D",0.10906,4374,0.9687,16602
"ARL5A",0.030244,2097,0.51825,7819
"ARL5B",0.002162,382,0.56507,8186
"ARL5C",0.088412,3869,0.30522,5201
"ARL6",0.58966,11121,0.15137,3988
"ARL6IP1",0.30769,7858,0.52696,7885
"ARL6IP4",0.83543,13372,0.2209,4498
"ARL6IP5",0.015556,1267,0.97874,16982
"ARL6IP6",0.17251,5966,0.7004,9811
"ARL8A",0.97709,15740,0.28108,4944
"ARL8B",0.96879,15554,0.2082,4420
"ARL9",0.094915,4045,0.35156,5730
"ARMC1",0.8948,14278,0.4978,7672
"ARMC10",0.79482,12882,0.16975,4218
"ARMC12",0.45847,9982,0.968,16578
"ARMC2",0.066273,3304,0.85287,13012
"ARMC3",0.053552,2927,0.94436,15767
"ARMC4",0.11929,4635,0.60372,8558
"ARMC5",0.4678,10111,0.85772,13151
"ARMC6",0.97572,15711,0.47224,7409
"ARMC7",1,17978,1.6433e-08,36
"ARMC8",0.35649,8533,0.80427,11717
"ARMC9",0.48778,10404,0.48015,7552
"ARMCX1",0.26444,7305,0.47759,7505
"ARMCX2",0.14088,5203,0.61596,8690
"ARMCX3",0.41003,9269,0.95536,16145
"ARMCX4",0.08277,3728,0.15554,4044
"ARMCX5",0.42098,9427,0.54663,8041
"ARMCX6",0.32933,8132,0.67912,9464
"ARMS2",0.096171,4069,0.88938,14028
"ARNT",0.59048,11126,0.88444,13875
"ARNT2",0.40762,9244,0.98755,17337
"ARNTL",0.016728,1342,0.28329,4966
"ARNTL2",0.47759,10258,0.60565,8583
"ARPC1A",0.088057,3861,0.65928,9182
"ARPC1B",0.19821,6425,0.72741,10258
"ARPC2",0.95945,15362,0.00068915,1535
"ARPC3",0.99903,16692,0.00097493,1629
"ARPC4",1,18001,4.4421e-10,7
"ARPC4-TTLL3",0.028006,1963,0.36721,5932
"ARPC5",0.037501,2455,0.96122,16338
"ARPC5L",0.16852,5871,0.86295,13281
"ARPP19",0.26148,7263,0.15562,4045
"ARPP21",0.23381,6904,0.97971,17007
"ARR3",0.11028,4408,0.87807,13708
"ARRB1",0.26136,7259,0.22081,4497
"ARRB2",0.65127,11568,0.87398,13605
"ARRDC1",0.75103,12403,0.88295,13829
"ARRDC2",0.98493,15936,0.13238,3759
"ARRDC3",0.11039,4413,0.93185,15354
"ARRDC4",0.04248,2601,0.97787,16943
"ARRDC5",0.17322,5984,0.72293,10179
"ARSA",0.11856,4612,0.49486,7648
"ARSB",0.37547,8814,0.72192,10163
"ARSD",0.48515,10373,0.78322,11290
"ARSE",0.011254,1014,0.81087,11861
"ARSF",0.12605,4822,0.94156,15677
"ARSG",0.74435,12344,0.67318,9377
"ARSH",0.23592,6924,0.95702,16193
"ARSI",0.044854,2680,0.81755,12022
"ARSJ",0.21421,6639,0.39159,6262
"ARSK",0.080378,3664,0.87453,13620
"ART1",0.16843,5867,0.40345,6429
"ART3",0.046923,2732,0.47647,7490
"ART4",0.010451,952,0.91935,14943
"ART5",0.86077,13750,0.51665,7801
"ARTN",0.3169,7985,0.81499,11968
"ARV1",0.87466,13968,0.78133,11249
"ARVCF",0.093915,4016,0.85955,13202
"ARX",0.035291,2368,0.44692,7057
"AS3MT",0.71564,12085,0.51812,7817
"ASAH1",0.12092,4680,0.72337,10187
"ASAH2",0.032549,2213,0.92546,15148
"ASAH2B",0.089465,3901,0.87734,13692
"ASAP1",0.039273,2500,0.92677,15186
"ASAP2",0.78208,12730,0.72994,10304
"ASAP3",0.28664,7587,0.35102,5723
"ASB1",0.13854,5143,0.86194,13263
"ASB10",0.24925,7105,0.9327,15374
"ASB11",0.031242,2147,0.994,17622
"ASB12",0.095686,4058,0.94475,15786
"ASB13",0.14787,5391,0.43477,6870
"ASB14",0.83454,13356,0.86714,13405
"ASB15",0.88204,14093,0.77114,11042
"ASB16",0.47258,10181,0.6207,8747
"ASB17",0.43102,9573,0.9296,15274
"ASB18",0.66169,11654,0.95528,16141
"ASB2",0.34434,8351,0.77688,11156
"ASB3",0.00011055,77,0.99474,17656
"ASB4",0.47814,10264,0.51756,7815
"ASB5",0.60036,11193,0.85797,13162
"ASB6",0.35032,8434,0.8579,13158
"ASB7",0.33596,8221,0.72589,10230
"ASB8",0.12752,4858,0.94732,15863
"ASB9",0.16041,5679,0.93402,15418
"ASCC1",0.80872,13047,0.35114,5724
"ASCC2",0.8234,13226,0.47384,7445
"ASCC3",0.9999,17162,7.2097e-05,927
"ASCL1",0.37021,8732,0.68218,9507
"ASCL2",0.48692,10389,0.82821,12316
"ASCL3",0.20537,6534,0.60944,8628
"ASCL4",0.69439,11899,0.74932,10645
"ASCL5",0.26122,7255,0.52217,7859
"ASF1A",0.072437,3474,0.82437,12207
"ASF1B",0.97128,15611,0.15368,4015
"ASGR1",0.16723,5833,0.80925,11825
"ASGR2",0.00068512,176,0.99931,17916
"ASH1L",0.23816,6952,0.68147,9492
"ASH2L",0.99461,16302,0.0034721,1957
"ASIC1",0.10912,4376,0.80629,11762
"ASIC2",0.15416,5529,0.13852,3841
"ASIC3",0.30211,7786,0.80377,11708
"ASIC4",0.0038943,542,0.78295,11282
"ASIC5",0.31688,7984,0.95534,16143
"ASIP",0.099293,4156,0.9925,17557
"ASL",0.24702,7066,0.81302,11924
"ASMT",0.10313,4247,0.4016,6400
"ASMTL",0.020351,1561,0.88544,13909
"ASNA1",0.97873,15774,0.0017683,1809
"ASNS",0.51525,10653,0.25541,4736
"ASNSD1",0.025397,1819,0.97879,16984
"ASPA",0.47302,10188,0.39054,6250
"ASPDH",0.014969,1225,0.8509,12957
"ASPG",0.0049602,601,0.67944,9468
"ASPH",0.29129,7646,0.98395,17179
"ASPHD1",0.78438,12756,0.82882,12336
"ASPHD2",0.95319,15250,0.42338,6706
"ASPM",0.90523,14458,0.3835,6137
"ASPRV1",0.24299,7009,0.62881,8842
"ASPSCR1",0.031253,2148,0.49502,7650
"ASRGL1",0.077041,3579,0.81702,12010
"ASS1",0.9389,14989,0.081585,3220
"ASTE1",0.11468,4523,0.82309,12174
"ASTL",0.8028,12979,0.60689,8601
"ASTN1",0.73692,12268,0.79149,11469
"ASTN2",0.23298,6892,0.90264,14439
"ASUN",0.96489,15473,0.0074172,2159
"ASXL1",0.92899,14815,0.21949,4490
"ASXL3",0.60132,11200,0.059818,3014
"ASZ1",0.90954,14522,0.45023,7117
"ATAD1",0.91382,14582,0.0047728,2028
"ATAD2",0.17606,6045,0.90097,14392
"ATAD2B",0.0030166,476,0.96483,16460
"ATAD3A",0.91967,14673,0.00049093,1424
"ATAD3B",0.60944,11265,0.39254,6277
"ATAD3C",0.48874,10417,0.032338,2777
"ATAD5",0.9926,16203,0.017373,2441
"ATAT1",0.48469,10367,0.026782,2676
"ATCAY",0.15562,5568,0.96957,16639
"ATE1",0.048448,2770,0.87377,13599
"ATF1",0.10416,4268,0.47256,7416
"ATF2",0.10952,4390,0.30751,5219
"ATF3",0.34238,8325,0.12886,3715
"ATF4",0.99959,16881,0.00040554,1360
"ATF5",0.67566,11756,0.13227,3757
"ATF6",0.98035,15812,0.16092,4111
"ATF6B",0.76016,12483,0.053136,2952
"ATF7",0.84695,13533,0.268,4830
"ATF7IP",0.9302,14837,0.2233,4517
"ATF7IP2",0.20337,6505,0.9442,15759
"ATG10",0.164,5748,0.50169,7706
"ATG12",0.23129,6869,0.177,4250
"ATG13",0.010561,968,0.41472,6579
"ATG14",0.40317,9181,0.54462,8025
"ATG16L1",0.56381,10939,0.31898,5336
"ATG16L2",0.74452,12347,0.84047,12647
"ATG2A",0.13914,5162,0.8379,12578
"ATG2B",0.060657,3137,0.92773,15217
"ATG3",0.19863,6430,0.84235,12697
"ATG4A",0.35354,8490,0.56985,8232
"ATG4B",0.41054,9275,0.73569,10403
"ATG4C",0.42714,9511,0.69836,9778
"ATG4D",0.15784,5617,0.41846,6634
"ATG5",0.44109,9730,0.12806,3705
"ATG7",0.41643,9362,0.94561,15811
"ATG9A",0.44395,9763,0.72093,10142
"ATHL1",0.21528,6653,0.79806,11596
"ATIC",1,17822,1.0071e-06,211
"ATL1",0.99472,16310,0.073198,3136
"ATL2",0.99881,16651,0.0011935,1686
"ATL3",0.36703,8691,0.85141,12969
"ATM",0.79286,12858,0.47144,7393
"ATMIN",0.99994,17256,6.3006e-05,896
"ATN1",0.33458,8204,0.77058,11034
"ATOH1",0.16742,5839,0.84788,12872
"ATOH7",0.1062,4308,0.90862,14605
"ATOH8",0.35297,8481,0.7442,10543
"ATOX1",0.90871,14511,0.81273,11911
"ATP10A",0.11146,4442,0.9023,14431
"ATP10B",0.11238,4467,0.98291,17125
"ATP10D",0.085965,3808,0.89227,14122
"ATP11A",0.018022,1422,0.99304,17573
"ATP11B",0.98747,16013,0.37378,6023
"ATP11C",0.42143,9438,0.50759,7747
"ATP12A",0.16258,5723,0.83662,12548
"ATP13A1",0.99996,17336,4.1966e-05,797
"ATP13A2",0.3694,8721,0.36285,5876
"ATP13A3",0.4626,10036,0.69003,9651
"ATP13A4",0.24566,7053,0.97457,16838
"ATP13A5",0.001701,317,0.9983,17849
"ATP1A1",0.14801,5394,0.18259,4268
"ATP1A2",0.96461,15468,0.095742,3354
"ATP1A3",0.24792,7083,0.089248,3290
"ATP1A4",0.97286,15638,0.016395,2413
"ATP1B1",0.97185,15618,0.16546,4172
"ATP1B2",0.78443,12757,0.71921,10116
"ATP1B3",0.98682,15992,0.00036903,1335
"ATP1B4",0.38263,8900,0.86054,13228
"ATP2A1",0.92569,14776,0.66621,9275
"ATP2A2",1,17786,1.7238e-06,250
"ATP2A3",0.17637,6059,0.44482,7023
"ATP2B1",0.89628,14307,0.028089,2704
"ATP2B2",0.047106,2734,0.98814,17365
"ATP2B3",0.1725,5965,0.98287,17123
"ATP2B4",0.86391,13807,0.77547,11129
"ATP2C1",0.85345,13628,0.01058,2252
"ATP2C2",0.74345,12334,0.7484,10624
"ATP4A",0.27134,7387,0.89852,14327
"ATP4B",0.097259,4098,0.62415,8787
"ATP5A1",1,17812,1.1386e-06,222
"ATP5B",0.99999,17582,7.453e-06,445
"ATP5C1",0.9993,16764,0.00070266,1540
"ATP5D",0.99976,16976,0.00024079,1229
"ATP5F1",0.58574,11100,0.10411,3440
"ATP5G1",0.97419,15668,0.151,3983
"ATP5G2",0.91597,14614,0.026204,2664
"ATP5G3",0.67423,11742,0.9332,15391
